link,title,date
https://childrenshealthdefense.org/defender/aquabounty-shuts-down-gm-salmon-production/,‘Biotech Boondoggle’? AquaBounty Shuts Down GM Salmon Production,"OCTOBER 21, 2024"
https://childrenshealthdefense.org/defender/isaac-ihben-autism-vaccine-injury/,5-Year-Old Develops Autism After Being Forced to Get 18 Vaccines in 1 Day,"OCTOBER 18, 2024"
https://childrenshealthdefense.org/defender/niaid-declares-mpox-vaccine-safe-teens-kids/,"NIAID Declares Mpox Vaccine ‘Safe’ for Teens, Opening the Door for Vaccine’s Approval for Kids as Young as 12","OCTOBER 18, 2024"
https://childrenshealthdefense.org/defender/moderna-rsv-shot-efficacy-lawsuit/,‘Reckless Disregard for the Truth’: Shareholders Sue Moderna for Misleading Investors on RSV Shot Efficacy,"OCTOBER 17, 2024"
https://childrenshealthdefense.org/defender/covid-vaccine-side-effects-german-survey/,"1 in 6 Germans Experienced COVID Vaccine Side Effects, Survey Finds","OCTOBER 17, 2024"
https://childrenshealthdefense.org/defender/smart-tvs-digital-surveillance-targets-everyone-kids/,"Smart TVs a ‘Vast System of Digital Surveillance’ That Targets Everyone, Especially Kids","OCTOBER 16, 2024"
https://childrenshealthdefense.org/defender/novavax-covid-flu-vaccine-trial-halted/,FDA Halts Novavax Trial of Combo COVID-Flu Vaccine Citing Patient With Nerve Damage,"OCTOBER 16, 2024"
https://childrenshealthdefense.org/defender/pharma-paid-1-billion-reviewers-top-medical-journals/,Pharma Paid $1.06 Billion to Reviewers at Top Medical Journals,"OCTOBER 16, 2024"
https://childrenshealthdefense.org/defender/undeclared-chemicals-heavy-metals-covid-vaccines/,55 Undeclared Chemical Elements — Including Heavy Metals — Found in COVID Vaccines,"OCTOBER 15, 2024"
https://childrenshealthdefense.org/defender/slovak-government-report-ban-dangerous-mrna-vaccines/,Slovak Government Report Calls for Ban of ‘Dangerous’ mRNA Vaccines,"OCTOBER 15, 2024"
https://childrenshealthdefense.org/defender/deadly-poisonous-gas-leak-toxic-industrial-accidents/,Deadly Poisonous Gas Leak Adds to List of Toxic Industrial Accidents,"OCTOBER 15, 2024"
https://childrenshealthdefense.org/defender/merck-mumps-vaccine-false-labeling-antitrust-lawsuit/,Court Confirms Merck Lied on Mumps Vaccine Label — But Lets Drugmaker Off the Hook in Antitrust Lawsuit,"OCTOBER 11, 2024"
https://childrenshealthdefense.org/defender/dr-theresa-gabana-fired-covid-shots-religious-exemption-sues-tufts-medical-center/,Doctor Fired for Refusing COVID Shots Sues Tufts Medical Center,"OCTOBER 11, 2024"
https://childrenshealthdefense.org/defender/microplastics-sunscreens-moisturizers-deodorants-harm-health-rtk/,"Do Microplastics in Sunscreens, Moisturizers and Deodorants Harm Your Health?","OCTOBER 11, 2024"
https://childrenshealthdefense.org/defender/polar-bears-contaminated-toxic-pfas-chemicals/,"Polar Bears Contaminated With Toxic PFAS Chemicals, Too","OCTOBER 11, 2024"
https://childrenshealthdefense.org/defender/studies-confirm-endocrine-disruptors-harm-reproduction-metabolism-may-cause-thyroid-dysfunction/,"Hundreds of Studies Confirm: Endocrine-disruptors Harm Reproduction and Metabolism, and May Cause Thyroid Dysfunction","OCTOBER 10, 2024"
https://childrenshealthdefense.org/defender/lawyers-for-rfk-jr-chd-oral-arguments-landmark-censorship-case/,"Lawyers for RFK Jr., CHD Present Oral Arguments in Landmark Censorship Case","OCTOBER 09, 2024"
https://childrenshealthdefense.org/defender/hurricane-helene-toxic-floodwaters-threaten-drinking-water-soil-quality-cd/,"Hurricane Helene’s Toxic Floodwaters Threaten Drinking Water, Soil Quality","OCTOBER 09, 2024"
https://childrenshealthdefense.org/defender/mad-in-america-antidepressants-trigger-killer-instincts-david-healy/,Deadly Drugs: What Happens When Antidepressants Trigger Killer Instincts?,"OCTOBER 09, 2024"
https://childrenshealthdefense.org/defender/japan-self-amplifying-mrna-covid-vaccine/,Japan Approves World’s First ‘Self-amplifying’ mRNA COVID Shot — Is the U.S. Next?,"OCTOBER 08, 2024"
https://childrenshealthdefense.org/defender/prenatal-exposure-forever-chemicals-higher-risk-obesity-kids-rtk/,Prenatal Exposure to ‘Forever Chemicals’ May Be Linked to Higher Risk of Obesity in Kids,"OCTOBER 08, 2024"
https://childrenshealthdefense.org/defender/epa-commonly-used-pesticides-brain-development/,EPA Knows These Commonly Used Pesticides Affect Brain Development,"OCTOBER 08, 2024"
https://childrenshealthdefense.org/defender/school-lunches-heavy-metals-pesticides-spotlight-on-america-report/,"‘Shocking’: Heavy Metals, Nearly 50 Pesticides Detected in School Lunches","OCTOBER 08, 2024"
https://childrenshealthdefense.org/defender/remdesivir-papers-drug-military-members-601-deaths/,‘Remdesivir Papers’ Allege Controversial Drug Used to Treat Service Members Led to 601 Deaths,"OCTOBER 07, 2024"
https://childrenshealthdefense.org/defender/lobbyists-pediatricians-dentists-support-water-fluoridation/,Lobbyists for Pediatricians and Dentists Dig in on Water Fluoridation,"OCTOBER 07, 2024"
https://childrenshealthdefense.org/defender/cochrane-review-water-fluoridation-minimal-effect-dental-health/,Breaking: New Cochrane Review Finds Water Fluoridation Has Minimal Effect on Dental Health,"OCTOBER 04, 2024"
https://childrenshealthdefense.org/defender/nyc-health-officials-bird-flu-summit-tabletop-simulation-plan/,Exclusive: New York City Health Officials to Hold Bird Flu Tabletop Exercise,"OCTOBER 03, 2024"
https://childrenshealthdefense.org/defender/kids-teens-pfizer-covid-vaccine-myopericarditis-only-vaxed-groups/,Study of 1.7 Million Kids and Teens Who Got Pfizer COVID Vaccine Found Myopericarditis Only in Vaxed Groups,"OCTOBER 03, 2024"
https://childrenshealthdefense.org/defender/covid-mrna-vaccine-kids-asthma/,‘Striking Evidence’ COVID Shots May Increase Kids’ Risk of Asthma,"OCTOBER 02, 2024"
https://childrenshealthdefense.org/defender/toxic-flame-retardants-black-plastic-toys-kitchen-utensils/,"High Levels of Toxic Flame Retardants Found in Toys, Kitchen Utensils Made From Black Plastic","OCTOBER 02, 2024"
https://childrenshealthdefense.org/defender/chd-supreme-court-case-9-year-old-asthma-forced-masking/,CHD Asks Supreme Court to Hear Case of 9-Year-Old With Asthma Forced to Wear Mask,"OCTOBER 02, 2024"
https://childrenshealthdefense.org/defender/cities-pause-water-fluoridation-federal-ruling/,‘House of Cards’: Some Cities Hit Pause on Water Fluoridation in Wake of Historic Federal Ruling,"OCTOBER 01, 2024"
https://childrenshealthdefense.org/defender/un-passes-pact-for-the-future-emergency-powers/,"UN Passes ‘Pact for the Future’: Smart Vaccines, More Censorship, but No New Emergency Powers","OCTOBER 01, 2024"
https://childrenshealthdefense.org/defender/heart-failure-risk-myocardial-infarction-patients-covid-vaccine-infection/,Risk of Severe Heart Failure Higher in Heart Attack Patients Who Had COVID Vaccine and COVID Infection,"OCTOBER 01, 2024"
https://childrenshealthdefense.org/defender/epa-pull-plug-chevron-plastic-fuels-investigation-cancer-risk/,EPA to Pull Plug on Chevron’s Plastic-based Fuels After Investigation Reveals High Cancer Risk,"OCTOBER 01, 2024"
https://childrenshealthdefense.org/defender/facebook-cdc-partnership-censor-misinformation/,Facebook Gave CDC ‘Backdoor’ Access to Help Remove Millions of Social Media Posts,"SEPTEMBER 30, 2024"
https://childrenshealthdefense.org/defender/30-lawmakers-sponsor-bill-end-liability-protection-vaccine-makers/,30 Lawmakers Sponsor Bill to End Liability Protection for Vaccine Makers,"SEPTEMBER 30, 2024"
https://childrenshealthdefense.org/defender/missouri-bsl-2-lab-gain-of-function-research/,Missouri’s New BSL-2 Lab Raises Safety Concerns as Bill to Regulate ‘Risky Research’ Advances in U.S. Senate,"SEPTEMBER 27, 2024"
https://childrenshealthdefense.org/defender/covid-index-new-research-tool-find-censored-science/,COVID Index: New Research Tool Makes It Easy to Find ‘Censored Science’,"SEPTEMBER 27, 2024"
https://childrenshealthdefense.org/defender/air-pollution-lasting-effect-young-childrens-brains-rtk/,Air Pollution Can Have Lasting Effect on Young Children’s Brains,"SEPTEMBER 27, 2024"
https://childrenshealthdefense.org/defender/pfizer-hot-lots-covid-vaccine-injuries-chd-research/,CHD Scientists Uncover Evidence of Pfizer ‘Hot Lots’ Linked to Higher Rates of COVID Vaccine Injuries,"SEPTEMBER 27, 2024"
https://childrenshealthdefense.org/defender/california-community-cancels-verizon-cell-tower-near-homes/,California Community Scuttles Verizon Plan to Build Cell Tower Near Their Homes,"SEPTEMBER 26, 2024"
https://childrenshealthdefense.org/defender/remdesivir-recall-glass-particles-covid-hospital-protocol/,"Glass Particles Prompt Another Recall of Remdesivir, the Controversial Drug Hospitals Used to Treat COVID Patients","SEPTEMBER 26, 2024"
https://childrenshealthdefense.org/defender/covid-vaccines-heavy-menstrual-bleeding-study/,"COVID Vaccines Increase Risk of Heavy Menstrual Bleeding, New Study Confirms","SEPTEMBER 26, 2024"
https://childrenshealthdefense.org/defender/fauci-protected-daszak-wuhan-lab-scrutiny-rtk/,Fauci Protected Key U.S. Collaborator With Wuhan Lab From Federal Scrutiny,"SEPTEMBER 26, 2024"
https://childrenshealthdefense.org/defender/maine-vaccine-induced-measles-case-ican/,Maine Warned Public About a Measles Case — But Didn’t Mention It Was Caused by the Vaccine,"SEPTEMBER 25, 2024"
https://childrenshealthdefense.org/defender/george-watts-jr-covid-vaccine-death-lawsuit-dod-dismissed/,Court Tosses Lawsuit Filed by Family of College Student Who Died After Getting Mandated COVID Vaccine,"SEPTEMBER 25, 2024"
https://childrenshealthdefense.org/defender/fluoridation-risk-kids-landmark-decision/,"Breaking: Fluoride in Water Poses ‘Unreasonable Risk’ to Children, Federal Judge Rules","SEPTEMBER 25, 2024"
https://childrenshealthdefense.org/defender/chemicals-breast-cancer-food-packaging-study/,Nearly 200 Chemicals Linked to Breast Cancer Found in Food Packaging and Food,"SEPTEMBER 24, 2024"
https://childrenshealthdefense.org/defender/poisoning-children-chronic-illness-big-food-pharma-rfk-jr-senate-roundtable/,"‘We Are Literally Poisoning Our Children,’ Kennedy Tells Senate Roundtable","SEPTEMBER 24, 2024"
https://childrenshealthdefense.org/defender/alexis-lorenze-multiple-vaccines-injury/,"Update on Alexis Lorenze, 23-Year-Old Severely Injured After Hospital Forced Her to Get 3 Vaccines","SEPTEMBER 24, 2024"
https://childrenshealthdefense.org/defender/pfas-contamination-invisible-organisms-solution/,PFAS Contamination: Could These Invisible Organisms Be the Solution?,"SEPTEMBER 24, 2024"
https://childrenshealthdefense.org/defender/hal-de-becker-nevada-hospital-lawsuit-remdesivir-death/,Nevada Supreme Court Rules Against Family of Man Who Died After Hospital Swapped Out Ivermectin for Remdesivir,"SEPTEMBER 23, 2024"
https://childrenshealthdefense.org/defender/kids-nasal-flu-vaccines-at-home-administration-severe-reactions/,"Parents Now Allowed to Give Kids Nasal Flu Vaccine at Home, Despite Vaccine’s Link to Severe Reactions","SEPTEMBER 23, 2024"
https://childrenshealthdefense.org/defender/jay-varma-nyc-covid-czar-lockdowns-mandates/,"Former COVID Czar Bragged About Sex Parties as He Ordered New Yorkers to Lock Down, Mask Up","SEPTEMBER 20, 2024"
https://childrenshealthdefense.org/defender/scientists-request-retraction-new-paper-covid-zoonotic-origin-wuhan-market/,21 Scientists Ask Journal to Retract New Paper Claiming COVID Originated in Wuhan Market,"SEPTEMBER 20, 2024"
https://childrenshealthdefense.org/defender/social-media-giants-collecting-massive-data-kids-teens-cd/,"Social Media Giants Collecting Massive Amounts of Data From Kids, Teens","SEPTEMBER 20, 2024"
https://childrenshealthdefense.org/defender/epa-retaliated-against-scientists-exposed-harms-chemicals/,EPA Retaliated Against Scientists Who Exposed Harms From Chemicals,"SEPTEMBER 20, 2024"
https://childrenshealthdefense.org/defender/mcdonalds-salt-packet-aluminum-toxicity-kids/,Kids Increase Their Aluminum Intake When They Eat McDonald’s Salt,"SEPTEMBER 19, 2024"
https://childrenshealthdefense.org/defender/american-healthcare-pay-most-worst-outcomes-avoidable-deaths/,"Dead Last: Americans Pay the Most for Worst Health Outcomes, Study Finds","SEPTEMBER 19, 2024"
https://childrenshealthdefense.org/defender/suicide-prevention-policies-arent-working-rates-increase/,Suicide Prevention Policies Aren’t Working — Is There a Solution?,"SEPTEMBER 19, 2024"
https://childrenshealthdefense.org/defender/bee-pollen-contaminated-300-pesticides/,Bee Pollen Contaminated With 300+ Pesticides,"SEPTEMBER 19, 2024"
https://childrenshealthdefense.org/defender/state-department-fact-check-social-media-censorship-funding-report/,New Report: State Department Funded Fact-checkers to Censor ‘Lawful Speech’,"SEPTEMBER 18, 2024"
https://childrenshealthdefense.org/defender/21-pesticides-baby-food-sold-by-target/,21 Pesticides Found in Baby Food Sold by Target,"SEPTEMBER 18, 2024"
https://childrenshealthdefense.org/defender/pharma-giant-charging-900-drug-costs-5-to-make-cd/,Pharma Giant Charging $900+ for Drug That Costs Only $5 to Make,"SEPTEMBER 18, 2024"
https://childrenshealthdefense.org/defender/google-wallet-testing-new-digital-id/,‘We Should Absolutely Be Worried’: Google Testing New Digital ID for Google Wallet,"SEPTEMBER 18, 2024"
https://childrenshealthdefense.org/defender/fda-acam2000-mpox-vaccine-warning-death-unvaccinated/,FDA Approves Vaccine for Mpox — Warns It May Cause Death in Vaccinated and People They Come in Contact With,"SEPTEMBER 17, 2024"
https://childrenshealthdefense.org/defender/human-error-tragic-unfortunate-timing-death-27-year-old-astrazeneca-covid-vaccine/,‘Human Error and Tragic Unfortunate Timing’ Led to Death of 27-Year-Old After AstraZeneca COVID Vaccine,"SEPTEMBER 17, 2024"
https://childrenshealthdefense.org/defender/airborne-fungi-bacteria-potential-human-pathogens/,Harmful Pathogens Traveling Up to Two Miles High in Atmosphere,"SEPTEMBER 16, 2024"
https://childrenshealthdefense.org/defender/new-zealand-royal-commission-covid-vaccine-injuries/,"As Whistleblower Awaits Trial, Calls Intensify for New COVID Inquiry in New Zealand","SEPTEMBER 16, 2024"
https://childrenshealthdefense.org/defender/bill-gates-defends-free-speech-inciting-violence-vaccines-pharma/,Bill Gates Defends Free Speech — Unless It Hurts His Investments,"SEPTEMBER 16, 2024"
https://childrenshealthdefense.org/defender/factory-farms-water-pollution-groups-demand-epa-protect-waterways/,Factory Farms and Water Pollution: Groups Demand EPA Protect U.S. Waterways,"SEPTEMBER 16, 2024"
https://childrenshealthdefense.org/defender/who-africa-mpox-vaccine-adults-no-trials-babies-pregnant-women/,"WHO Approves First Mpox Vaccine for Adults in Africa — Then Says Babies Can Get It, Too, Despite No Clinical Trials","SEPTEMBER 13, 2024"
https://childrenshealthdefense.org/defender/covid-vaccine-myocarditis-under-30-fda-study/,60% of Young People With COVID Vaccine-induced Myocarditis Showed Heart Damage 6 Months Later,"SEPTEMBER 13, 2024"
https://childrenshealthdefense.org/defender/zuckerberg-censorship-media-outlets-update-old-news-articles/,"‘Too Little, Too Late’? After Zuckerberg Comes Clean on Censorship, Media Outlets ‘Update’ Old News Articles","SEPTEMBER 13, 2024"
https://childrenshealthdefense.org/defender/pharma-big-ag-lobbyists-global-plan-cut-antibiotics-industrial-meat-production-rtk/,"Pharma, Big Ag Lobbyists Help U.S. Scuttle Global Plan to Cut Antibiotic Use in Industrial Meat Production","SEPTEMBER 13, 2024"
https://childrenshealthdefense.org/defender/dr-marty-makary-medical-groupthink-harms-kids/,"Dr. Marty Makary: Medical ‘Groupthink’ Harms Patients, Especially Kids","SEPTEMBER 12, 2024"
https://childrenshealthdefense.org/defender/united-nations-pact-future-digital-ids-vaccine-passports-censorship/,"UN ‘Pact for the Future’: Digital IDs, Vaccine Passports, Massive Censorship","SEPTEMBER 12, 2024"
https://childrenshealthdefense.org/defender/epa-wont-regulate-toxic-pfas-chemicals-fertilizer-farms/,EPA Won’t Regulate Toxic PFAS Chemicals in Fertilizer Used by Farms,"SEPTEMBER 12, 2024"
https://childrenshealthdefense.org/defender/vaers-covid-vaccine-injury-audit-react19-chd/,Their Vaccine Injury Reports Disappeared From VAERS — So They Developed a Tool Anyone Can Use to Track Their Own Reports,"SEPTEMBER 11, 2024"
https://childrenshealthdefense.org/defender/kids-mental-health-chronic-illness-prevention/,Chronically Sick Kids Need Better Mental Health Support — But What About Preventing Chronic Disease in the First Place?,"SEPTEMBER 11, 2024"
https://childrenshealthdefense.org/defender/high-levels-glyphosate-fertilizers-ruined-tomato-crops/,Gardeners Beware: High Levels of Glyphosate in Fertilizers Ruined Tomato Crops,"SEPTEMBER 11, 2024"
https://childrenshealthdefense.org/defender/attack-on-food-and-farmers-symposium-chd-door-to-freedom/,‘Don’t Eat the Bugs’: How to Reclaim Control Over the Food System,"SEPTEMBER 10, 2024"
https://childrenshealthdefense.org/defender/teen-brains-aged-faster-during-lockdowns-worse-girls/,Teen Brains Aged Faster During Lockdowns — and It Was Worse for Girls,"SEPTEMBER 10, 2024"
https://childrenshealthdefense.org/defender/pharma-industry-payments-doctors-early-career/,"Drugmakers Shower Young Doctors With Gifts, Freebies — They Hope to Get Something in Return","SEPTEMBER 10, 2024"
https://childrenshealthdefense.org/defender/fda-covid-vaccine-injury-emails-chd-foia/,"FDA Blew Off Scheduled Meetings With COVID Vaccine Injury Victims, Emails Show","SEPTEMBER 09, 2024"
https://childrenshealthdefense.org/defender/sept-18-vaxxed-3-widespread-injuries-deaths-covid-shots-hospital-protocols/,"Coming Sept. 18: ‘Vaxxed 3 Exposes Widespread Injuries, Deaths Following COVID Shots, Hospital Protocols","SEPTEMBER 09, 2024"
https://childrenshealthdefense.org/defender/pittsfield-verizon-cell-tower-ruling-against-residents-illness/,Judge Rules Against Residents of Massachusetts Town Who Allege Verizon Cell Tower Is Causing Illness,"SEPTEMBER 06, 2024"
https://childrenshealthdefense.org/defender/pfizer-mobile-school-of-science-teach-kids-pandemics-vaccines/,Pfizer Deploys Mobile ‘School of Science’ to Teach Kids the ABCs of Pandemics and Vaccines,"SEPTEMBER 06, 2024"
https://childrenshealthdefense.org/defender/gaza-oral-polio-vaccine-who-suzanne-humphries/,Watch: Experimental Polio Vaccine Rolled Out to Hundreds of Thousands of Children in Gaza,"SEPTEMBER 05, 2024"
https://childrenshealthdefense.org/defender/ketamine-serious-risks-pregnant-women-no-warning/,"Ketamine Poses Serious Risks for Pregnant Women, But Providers Often Fail to Warn Them","SEPTEMBER 05, 2024"
https://childrenshealthdefense.org/defender/brain-cancer-cellphones-who-study/,Biased? WHO-Backed Study Finds No Link Between Cellphones and Cancer,"SEPTEMBER 04, 2024"
https://childrenshealthdefense.org/defender/26-republican-governors-not-comply-pandemic-treaty/,"‘We Will Not Comply’ with Pandemic Treaty, 26 Republican Governors Tell WHO","SEPTEMBER 04, 2024"
https://childrenshealthdefense.org/defender/bayer-neonicotinoid-pesticides-kill-bees/,Bayer Pesticides Kill Bees. The Chemical Giant Found a Winning Way to Spin the Bad News,"SEPTEMBER 04, 2024"
https://childrenshealthdefense.org/defender/babies-three-pfizer-covid-vaccine-doses-cdc/,There Are No Licensed COVID Vaccines for Kids Under 12 — But CDC Wants Babies to Get 3 Pfizer Shots by Age 9 Months,"SEPTEMBER 03, 2024"
https://childrenshealthdefense.org/defender/upside-foods-lawsuit-florida-fake-meat-ban/,Producer of Lab-grown Chicken Sues Florida Over Ban on Cultivated Meat,"SEPTEMBER 03, 2024"
https://childrenshealthdefense.org/defender/food-dyes-neurobehavioral-problems-school-lunches-california/,Food Dyes Linked to Neurobehavioral Problems May Be Banned From School Lunches in California,"SEPTEMBER 03, 2024"
https://childrenshealthdefense.org/defender/americans-distrust-vaccines-annenberg-survey/,"Distrust in Vaccines Grows Among U.S. Adults, Survey Shows","AUGUST 30, 2024"
https://childrenshealthdefense.org/defender/fatality-rate-myocarditis-pericarditis-mrna-covid-vaccine-japan-study/,Study Finds 9.6% Fatality Rate Among People Who Reported Myocarditis or Pericarditis After an mRNA COVID Vaccine,"AUGUST 30, 2024"
https://childrenshealthdefense.org/defender/fda-war-on-ivermectin-doj-attorney-project-veritas/,"FDA ‘Unquestionably’ Overstepped Authority With War on Ivermectin, DOJ Attorney Admits","AUGUST 29, 2024"
https://childrenshealthdefense.org/defender/novavax-covid-vaccine-trial-infants-children/,"$3,000 and a Toy: Novavax Dangles Incentives to Fill Clinical Trials on COVID Shots for Babies, Kids","AUGUST 29, 2024"
https://childrenshealthdefense.org/defender/tiny-shards-plastic-lungs-placentas-human-organs/,"Scientists Find ‘Tiny Shards’ of Plastic in Lungs, Placentas and Other Human Organs","AUGUST 29, 2024"
https://childrenshealthdefense.org/defender/smartphones-schools-ban-teenagers-mental-health/,"For a Growing Number of Kids, Back to School Means No Cellphones","AUGUST 28, 2024"
https://childrenshealthdefense.org/defender/zuckerberg-biden-administration-pressured-facebook-censor-covid-content/,Zuckerberg Admits Biden Administration Pressured Facebook to Censor COVID-related Content,"AUGUST 28, 2024"
https://childrenshealthdefense.org/defender/cdc-whistleblower-mmr-vaccine-autism-link/,It’s Been 10 Years Since a Whistleblower Exposed the CDC’s Cover-up of the Link Between Vaccines and Autism. The Agency Has Done Nothing.,"AUGUST 28, 2024"
https://childrenshealthdefense.org/defender/victor-simoes-death-pfizer-covid-vaccine-report/,Case Report: Pfizer COVID Vaccine ‘Catalyst’ in Death of 34-Year-Old Man,"AUGUST 26, 2024"
https://childrenshealthdefense.org/defender/robert-kennedy-jr-campaign-announcement-trump/,"Breaking: RFK Jr. Suspends Presidential Campaign, Will Join Forces With Trump to ‘Save Millions of Children’","AUGUST 23, 2024"
https://childrenshealthdefense.org/defender/semaglutide-ozempic-wegovy-depression-suicide-study/,"People Who Take Ozempic, Wegovy 45% More Likely to Have Suicidal Thoughts","AUGUST 23, 2024"
https://childrenshealthdefense.org/defender/fda-approves-new-covid-vaccines-virus-strains-faded-circulation/,FDA Approves New COVID Vaccines — for Virus Strains ‘Largely Faded From Circulation’,"AUGUST 23, 2024"
https://childrenshealthdefense.org/defender/ntp-fluoride-report-neurotoxic-kids-published/,CDC Stands by Water Fluoridation After Report Linking Fluoride to Lower IQs in Kids Finally Published,"AUGUST 22, 2024"
https://childrenshealthdefense.org/defender/twitter-files-state-department-colluded-social-media-censor-content/,"State Department Colluded With Social Media to Censor Content, New Twitter Files Show","AUGUST 22, 2024"
https://childrenshealthdefense.org/defender/video-meat-industry-colludes-boost-prices-cd/,People ‘Need to Go to Jail for This’: Video Reveals How Meat Industry Colludes to Boost Prices,"AUGUST 22, 2024"
https://childrenshealthdefense.org/defender/astrazeneca-dismiss-covid-vaccine-trial-injury-lawsuit/,AstraZeneca Promised to Pay Medical Expenses for Anyone Injured During Its COVID Vaccine Trials — Now It Wants Immunity,"AUGUST 22, 2024"
https://childrenshealthdefense.org/defender/mpox-not-the-new-covid-vaccines-still-answer-who-claims/,"Mpox ‘Not the New COVID’ — But Vaccines Still The Answer, WHO Claims","AUGUST 21, 2024"
https://childrenshealthdefense.org/defender/plastic-bag-recyclable-plastics-industry/,Is a Plastic Bag Recyclable? The Plastics Industry Wants You to Think So,"AUGUST 21, 2024"
https://childrenshealthdefense.org/defender/robert-kennedy-jr-chd-standing-biden-administration-censorship-lawsuit/,Breaking: RFK Jr. and CHD Get Green Light to Sue Biden Administration for Censorship,"AUGUST 21, 2024"
https://childrenshealthdefense.org/defender/exclusive-hhs-funds-ai-tool-inoculate-social-media-users-against-hpv-vax-misinformation/,Exclusive: HHS Funds AI Tool to ‘Inoculate’ Social Media Users Against HPV Vax ‘Misinformation’,"AUGUST 20, 2024"
https://childrenshealthdefense.org/defender/digital-id-access-public-services-biden-administration/,How Soon Before You’ll Need a Digital ID to Access Public Services?,"AUGUST 20, 2024"
https://childrenshealthdefense.org/defender/record-number-louisiana-parents-opt-out-back-to-school-vaccines/,Record Number of Louisiana Parents Opt Out of Back-to-School Vaccines,"AUGUST 20, 2024"
https://childrenshealthdefense.org/defender/covid-vaccine-injury-largest-payout-claims-pending-cicp/,"U.S. Pays $370,376 for COVID Vaccine Injury, as Thousands of Claims Languish","AUGUST 19, 2024"
https://childrenshealthdefense.org/defender/kids-pfizer-mrna-covid-vaccines-altered-immune-systems-year-later/,Kids Who Received mRNA COVID Vaccines Had Altered Immune Systems a Year Later,"AUGUST 19, 2024"
https://childrenshealthdefense.org/defender/zoom-call-who-chief-clashed-ecohealth-alliance-leader-covid-origins-theory-rtk/,"In ‘Very Ugly’ Zoom Call, WHO Chief Clashed With EcoHealth Alliance Leader Over COVID Origins Theory","AUGUST 19, 2024"
https://childrenshealthdefense.org/defender/washing-fruit-doesnt-remove-pesticide-residues-cg/,"Washing Fruit Doesn’t Remove Pesticide Residues, Study Confirms","AUGUST 16, 2024"
https://childrenshealthdefense.org/defender/covid-vaccine-excess-deaths-australia/,Australian Researcher Finds Link Between COVID Vaccines and Excess Deaths,"AUGUST 15, 2024"
https://childrenshealthdefense.org/defender/mpox-vaccine-makers-stock-price-who-global-public-health-emergency/,Mpox Vaccine Maker’s Stock Price Soars After WHO Declares Global Public Health Emergency,"AUGUST 15, 2024"
https://childrenshealthdefense.org/defender/stillbirth-high-risk-among-women-exposed-pesticides/,Higher Risk of Stillbirth Found Among Women Exposed to Pesticides,"AUGUST 15, 2024"
https://childrenshealthdefense.org/defender/whooping-cough-vaccine-uptick-not-preventing-transmission/,"Health Officials Push Whooping Cough Vaccine Amid Uptick in Cases, But Scientists Say Shots Don’t Prevent Transmission","AUGUST 14, 2024"
https://childrenshealthdefense.org/defender/drs-pierre-kory-paul-marik-covid-shots-promoted-ivermectin-lose-certification/,"‘Medical Warfare’: Doctors Who Questioned COVID Shots, Promoted Ivermectin Lose Certification","AUGUST 14, 2024"
https://childrenshealthdefense.org/defender/rebecca-charles-daughter-danielle-covid-hospital-protocol-death/,‘Losing Her Never Gets Easier’: Mother Alleges Hospital Protocols Caused Daughter’s Death,"AUGUST 14, 2024"
https://childrenshealthdefense.org/defender/processed-food-mental-health-teenagers/,Food and Mood: Could Teen Depression Be Linked to Poor Diet?,"AUGUST 14, 2024"
https://childrenshealthdefense.org/defender/brook-jackson-pfizer-covid-vaccine-fraud-lawsuit-dismiss/,Whistleblower Will Appeal After Federal Court Dismisses Lawsuit Alleging Fraud in Pfizer COVID Vaccine Trials,"AUGUST 13, 2024"
https://childrenshealthdefense.org/defender/cdc-report-childhood-vaccines-saved-million-lives-outdated-statistics/,‘Laughable’: Experts Rip CDC Report Claiming Childhood Vaccines Saved 1.1 Million Lives,"AUGUST 13, 2024"
https://childrenshealthdefense.org/defender/teens-smartphones-one-month-digital-detox/,10 Teens Gave Up Smartphones for a Month. Here’s What Happened,"AUGUST 13, 2024"
https://childrenshealthdefense.org/defender/judge-daniel-collins-dissent-meta-censorship-chd-lawsuit/,"Facebook’s Censorship of CHD, RFK Jr. Directly Benefited Government, Judge Says","AUGUST 12, 2024"
https://childrenshealthdefense.org/defender/cancer-rates-younger-people-lancet-public-health/,"As Cancer Rates Soar in Younger People, Experts Seek Answers","AUGUST 12, 2024"
https://childrenshealthdefense.org/defender/tiktok-kids-age-verification-ai-facial-recognition/,‘Authoritarian Nightmare?’: Using AI Facial Recognition Technology to Verify Kids Ages,"AUGUST 12, 2024"
https://childrenshealthdefense.org/defender/chd-first-amendment-censorship-lawsuit-facebook-meta-ruling/,Breaking: Appeals Court Sides With Facebook in CHD Censorship Lawsuit,"AUGUST 09, 2024"
https://childrenshealthdefense.org/defender/perchlorate-explosives-plastics-baby-food-contamination/,Chemical Used in Rocket Fuel Found in Foods Commonly Fed to Babies and Children,"AUGUST 09, 2024"
https://childrenshealthdefense.org/defender/69-biomarkers-pesticides-pollutants-hair-analyses-french-children/,"69 Biomarkers of Pesticides, Pollutants Found in Hair Analyses of French Children","AUGUST 09, 2024"
https://childrenshealthdefense.org/defender/gene-scissors-technology-unintended-chromosome-changes/,‘Gene Scissors’ Technology Causes Unintended Changes in Chromosomes,"AUGUST 08, 2024"
