title,link,date,category,excerpt
101-Year-Old Man Who Survived Spanish Flu Pandemic Recovers From The Coronavirus,https://naturalblaze.com/2020/03/101-year-old-man-who-survived-spanish-flu-pandemic-recovers-from-the-coronavirus.html,"MARCH 27, 2020",NATURAL HEALTH NEWS,"By John Vibes A 101-year-old COVID-19 coronavirus patient in Italy was discharged from the hospital this week. Surviving this illness at his age is quite an accomplishment, but this is not his first pandemic. The patient, who the hospital identified only as “Mr. P” was…"
"“Nice Try, FBI”: Stay Fit While Quarantined With The Government’s Home Fitness App",https://naturalblaze.com/2020/03/nice-try-fbi-stay-fit-while-quarantined-with-the-governments-home-fitness-app.html,"MARCH 26, 2020",NATURAL HEALTH NEWS,"By Emma Fiala All across the United States people are spending a lot more time in their homes and will be there for the foreseeable future. As such, many people are looking for new activities to occupy their time, including ways of staying fit. Thankfully…"
Incredible 3D Printer Hack Can Convert Snorkeling Masks Into Ventilators,https://naturalblaze.com/2020/03/incredible-3d-printer-hack-can-convert-snorkeling-masks-into-ventilators.html,"MARCH 26, 2020",NATURAL HEALTH NEWS,"By Anthony McLennan An Italian 3D printer company has devised a method to turn snorkeling masks into ventilators, which will be of huge benefit to coronavirus patients. The coronavirus affects people’s respiratory systems and there is already a worldwide shortage of ventilators. But in this…"
Stressed? Reduce Anxiety The Natural Way,https://naturalblaze.com/2020/03/stressed-reduce-anxiety-the-natural-way.html,"MARCH 26, 2020",NATURAL HEALTH NEWS,Feeling like all your life stressors are impacting your physical and mental wellbeing? You’re not alone. The American Psychological Association reports that nearly half of adults lie awake at night due to stress. Even more alarming is that 77% regularly experience physical symptoms of stress…
"Research Group Based At Oxford University Stops Using WHO Data For Coronavirus Reporting, Citing Errors",https://naturalblaze.com/2020/03/research-group-based-at-oxford-university-stops-using-who-data-for-coronavirus-reporting-citing-errors.html,"MARCH 25, 2020",NATURAL HEALTH NEWS,"By Jon Miltimore Our World in Data, an online publication based at the University of Oxford, announced on Tuesday that it had stopped relying on World Health Organization (WHO) data for its models, citing errors and other factors. The group’s founder, Max Roser, said researchers…"
Options For Preventing Virus Deaths Now!,https://naturalblaze.com/2020/03/options-for-preventing-virus-deaths-now.html,"MARCH 25, 2020",NATURAL HEALTH NEWS,"By Laraine C. Abbey-Katzev RN (emeritus), MS, CNS Looks like hydroxychloroquine and azithromycin might be a godsend to end this COVID-19 pandemic after world-renown French immunologist Didier Raoult, MD, PhD, reported a 100% cure in 40 of 40 patients. Let’s pray it’s so, but despite…"
New Study: Cannabis Helps Fight Resistant Bacteria,https://naturalblaze.com/2020/03/new-study-cannabis-helps-fight-resistant-bacteria.html,"MARCH 24, 2020",HEALTH AND WELLNESS,"Since the discovery of penicillin in 1928 by Sir Alexander Fleming, antibiotics have saved millions of lives from fatal infections world-wide. However, with time bacteria have developed mechanisms to escape the effects of antibiotics – they have become resistant. With fewer antibiotics available to treat…"
Wuhan Study Shows Lying Face Down Improves Breathing In Severe COVID-19 Cases,https://naturalblaze.com/2020/03/wuhan-study-shows-lying-face-down-improves-breathing-in-severe-covid-19-cases.html,"MARCH 24, 2020",HEALTH AND WELLNESS,"In a new study of patients with severe COVID-19 (SARS-CoV-2) hospitalized on ventilators, researchers found that lying face down was better for the lungs. The research letter was published online in the American Thoracic Society’s American Journal of Respiratory and Critical Care Medicine. In “Lung…"
Marijuana Sales Are Booming In The Midst Of The Coronavirus Crisis,https://naturalblaze.com/2020/03/marijuana-sales-are-booming-in-the-midst-of-the-coronavirus-crisis.html,"MARCH 23, 2020",NATURAL HEALTH NEWS,"By Anthony McLennan Outlets selling legal marijuana in the United States have shown huge increases in sales as the coronavirus spreads rapidly across the country. According to the cannabis data company Headset, sales in states where the purchase of marijuana is legal – including California,…"
Coronavirus — 2019-NCoV — Coronavirus 2 — SARS-CoV-2 Old Angles Reviewed. Uncommon Angles Offered.,https://naturalblaze.com/2020/03/coronavirus-2019-ncov-coronavirus-2-sars-cov-2-old-angles-reviewed-uncommon-angles-offered.html,"MARCH 20, 2020",NATURAL HEALTH NEWS,"By Peter Tocci Introduction What do coronavirus and money/currency have in common? As with so many things in this psychological operation we call society, it matters not what they are, but what people believe they are and their corresponding behavior. With things like U.S. states…"
New Coronavirus SARS-CoV-2 Stable For Hours On Surfaces,https://naturalblaze.com/2020/03/new-coronavirus-sars-cov-2-stable-for-hours-on-surfaces.html,"MARCH 19, 2020",HEALTH AND WELLNESS,"The virus that causes coronavirus disease 2019 (COVID-19) is stable for several hours to days in aerosols and on surfaces, according to a new study from National Institutes of Health, CDC, UCLA and Princeton University scientists The New England Journal of Medicine. The scientists found…"
Music As Medicine? 30 Minutes A Day Reduces Anxiety And Pain,https://naturalblaze.com/2020/03/music-as-medicine-30-minutes-a-day-reduces-anxiety-and-pain.html,"MARCH 19, 2020",HEALTH AND WELLNESS,"Listening to music can be enjoyable, but is it also good for your heart? Patients who suffered episodes of chest pain soon after a heart attack, known as early post-infarction angina, had significantly lower levels of anxiety and pain if they listened to music for…"
New COVID-19 Research: The Immune System Can Fight Back,https://naturalblaze.com/2020/03/new-covid-19-research-the-immune-system-can-fight-back.html,"MARCH 18, 2020",NATURAL HEALTH NEWS,"Melbourne researchers have mapped immune responses from one of Australia’s first novel coronavirus (COVID-19) patients, showing the body’s ability to fight the virus and recover from the infection. Researchers at the Peter Doherty Institute for Infection and Immunity (Doherty Institute) – a joint venture between…"
Second Man Cured Of HIV After Successful Stem Cell Transplant,https://naturalblaze.com/2020/03/second-man-cured-of-hiv-after-successful-stem-cell-transplant.html,"MARCH 15, 2020",NATURAL HEALTH NEWS,"By Aaron Kesel The second man to undergo stem-cell treatment for HIV has been cured for 30 months, according to doctors. Adam Castillejo is still free of the virus and has no trace of it in his blood, urine, semen, or tissues more than 30…"
The Lancet: Study Details First Known Person-To-Person Transmission Of New Coronavirus In The USA,https://naturalblaze.com/2020/03/the-lancet-study-details-first-known-person-to-person-transmission-of-new-coronavirus-in-the-usa.html,"MARCH 12, 2020",NATURAL HEALTH NEWS,"Person-to-person transmission of SARS-CoV-2 occurred between two people with prolonged, unprotected exposure while the first patient was symptomatic. Despite active monitoring and testing of 372 contacts of both cases, no further transmission was detected. New research published in The Lancet, describes in detail the first…"
Powerful Magnets Being Researched As A Solution For Delivering Fusion Energy,https://naturalblaze.com/2020/03/powerful-magnets-being-researched-as-a-solution-for-delivering-fusion-energy.html,"MARCH 12, 2020",NATURAL HEALTH NEWS,"Permanent magnets akin to those used on refrigerators could speed the development of fusion energy – the same energy produced by the sun and stars. In principle, such magnets can greatly simplify the design and production of twisty fusion facilities called stellarators, according to scientists…"
First Study Identifies Mortality Risk Factors Associated With Coronavirus In Wuhan,https://naturalblaze.com/2020/03/first-study-identifies-mortality-risk-factors-associated-with-coronavirus-in-wuhan.html,"MARCH 9, 2020",HEALTH AND WELLNESS,"Being of an older age, showing signs of sepsis, and having blood clotting issues when admitted to hospital are key risk factors associated with higher risk of death from the new coronavirus (COVID-19), according to a new observational study of 191 patients with confirmed COVID-19…"
Water Splitting Advance Holds Promise For Affordable Renewable Energy,https://naturalblaze.com/2020/03/water-splitting-advance-holds-promise-for-affordable-renewable-energy.html,"MARCH 9, 2020",NATURAL HEALTH NEWS,"A breakthrough into splitting water into its parts could help make renewable energy pay off, even when the sun isn’t shining and the wind isn’t blowing. Using solar and wind power when it is available for water splitting, a process that uses electricity to split…"
"Vimeo Censors My Interview, In Which Catherine Austin Fitts And I Discuss Coronavirus And Vaccines",https://naturalblaze.com/2020/03/vimeo-censors-my-interview-in-which-catherine-austin-fitts-and-i-discuss-coronavirus-and-vaccines.html,"MARCH 9, 2020",NATURAL HEALTH NEWS,"By Jon Rappoport To boil it down: a video was posted, then it was censored. Removed. Deleted. By Vimeo. On March 4. Bang. Why? Because you’re not supposed to know what was discussed in the video. It might give you a wrong idea. You might…"
"Caffeine Boosts Problem-Solving Ability But Not Creativity, Study Indicates",https://naturalblaze.com/2020/03/caffeine-boosts-problem-solving-ability-but-not-creativity-study-indicates.html,"MARCH 8, 2020",DIET,"Caffeine increases the ability to focus and problem solve, but a new study by a University of Arkansas researcher indicates it doesn’t stimulate creativity. “In Western cultures, caffeine is stereotypically associated with creative occupations and lifestyles, from writers and their coffee to programmers and their…"
"Gut Bacteria Can Penetrate Tumors And Aid Cancer Therapy, Study Suggests",https://naturalblaze.com/2020/03/gut-bacteria-can-penetrate-tumors-and-aid-cancer-therapy-study-suggests.html,"MARCH 7, 2020",NATURAL HEALTH NEWS,"Researchers at the University of Texas Southwestern Medical Center and University of Chicago have discovered that bacteria that usually live in the gut can accumulate in tumors and improve the effectiveness of immunotherapy in mice. The study, which will be published March 6 in the…"
“How Do I Pay For This?”: Shocking Cost Of Mandatory Coronavirus Testing Is Bad For Everyone,https://naturalblaze.com/2020/03/how-do-i-pay-for-this-shocking-cost-of-mandatory-coronavirus-testing-is-bad-for-everyone.html,"MARCH 2, 2020",NATURAL HEALTH NEWS,"By Jake Johnson Natural Blaze Editor’s Note: This article is posted purely as an alert to those who may not be aware of these costs; all other opinions expressed or implied remain with the author and Common Dreams, where this article first appeared. Public health…"
Minnesota Mother Fights For Bill To Allow Son With Seizures To Receive CBD Oil At School,https://naturalblaze.com/2020/02/minnesota-mother-fights-for-bill-to-allow-son-with-seizures-to-receive-cbd-oil-at-school.html,"FEBRUARY 29, 2020",NATURAL HEALTH NEWS,By Aaron Kesel A mother is taking her fight to the Minnesota State Capitol so that her son with epilepsy can use CBD oil in case he has a seizure. Fox News reports: Twelve-year-old Kade King gets on the bus in the morning and for…
Controversial Theories Suggest Coronavirus Was Created In A Lab,https://naturalblaze.com/2020/02/controversial-theories-suggest-coronavirus-was-created-in-a-lab.html,"FEBRUARY 27, 2020",NATURAL HEALTH NEWS,"By John Vibes Researchers have still not been able to identify the original source of the COVID-19 coronavirus. When the outbreak began, initial reports suggested that the virus jumped from an animal to a human in a Wuhan meat market because many of the first…"
"This Hotel Lets Guests Foster Dogs During Their Stay, And Over 60 Of Them Have Been Adopted",https://naturalblaze.com/2020/02/this-hotel-lets-guests-foster-dogs-during-their-stay-and-over-60-of-them-have-been-adopted.html,"FEBRUARY 27, 2020",NATURAL HEALTH NEWS,"By Jade Small Many people get bored and lonely when traveling, even when the hotels they’re staying in have a variety of amenities available. A hotel in Mississippi has come up with a unique idea to banish the blues from their guest’s visits, ultimately turning…"
Researchers Uncover Hidden Antibiotic Potential Of Cannabis,https://naturalblaze.com/2020/02/researchers-uncover-hidden-antibiotic-potential-of-cannabis.html,"FEBRUARY 26, 2020",NATURAL HEALTH NEWS,"McMaster University researchers have identified an antibacterial compound made by cannabis plants that may serve as a lead for new drug development. An interdisciplinary team of McMaster researchers found that the chemical compound, or cannabinoid, called cannabigerol (CBG) is not only antibacterial but also effective…"
San Francisco Declares State Of Emergency To Prepare For COVID-19 Outbreak,https://naturalblaze.com/2020/02/san-francisco-declares-state-of-emergency-to-prepare-for-covid-19-outbreak.html,"FEBRUARY 26, 2020",NATURAL HEALTH NEWS,"By John Vibes The city of San Francisco, California, has declared a state of emergency in response to the growing COVID-19 coronavirus outbreak. On Tuesday, San Francisco Mayor London Breed announced the city is going to start preparing now as the “global picture is changing…"
Study Shows People Can Transmit Coronavirus Without Showing Symptoms,https://naturalblaze.com/2020/02/study-shows-people-can-transmit-coronavirus-without-showing-symptoms.html,"FEBRUARY 25, 2020",NATURAL HEALTH NEWS,"By John Vibes In the two months since the COVID-19 coronavirus outbreak began, numerous studies have been published about the virus. Unfortunately, not all of the studies have been peer-reviewed and many of them contradict each other. Even the studies that are peer-reviewed have still…"
Scientists Infect Monkeys With Coronavirus In Search Of A Cure For COVID-19,https://naturalblaze.com/2020/02/scientists-infect-monkeys-with-coronavirus-in-search-of-a-cure-for-covid-19.html,"FEBRUARY 24, 2020",NATURAL HEALTH NEWS,"By John Vibes While many people around the world have just recently become familiar with the term “coronavirus,” it is a classification that describes a number of different illnesses which range in severity from the common cold, to the newly discovered COVID-19 novel coronavirus that…"
Portland Is Generating Electricity From Turbines In The City’s Water Pipes,https://naturalblaze.com/2020/02/portland-is-generating-electricity-from-turbines-in-the-citys-water-pipes.html,"FEBRUARY 23, 2020",NATURAL HEALTH NEWS,"By John Vibes The city of Portland is working with a local energy company called Lucid Energy to install turbines inside of the city’s pipes to generate electricity from the water that is constantly flowing through them. Gregg Semler, CEO of Lucid Energy says that…"
Three Teenage Girls Invented A Straw To Detect Date Rape Drugs,https://naturalblaze.com/2020/02/three-teenage-girls-invented-a-straw-to-detect-date-rape-drugs.html,"FEBRUARY 23, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha Date violence is very common in this modern era. The most brutal and violent among them is date rape. In this changing world, great minds have come up with several inventions to make human life easier. But how many people come forward…"
Scientists Use 3D Printer To Develop Real Human Corneas For Blind Patients,https://naturalblaze.com/2020/02/scientists-use-3d-printer-to-develop-real-human-corneas-for-blind-patients.html,"FEBRUARY 23, 2020",NATURAL HEALTH NEWS,"By John Vibes The far-reaching implications of 3D printing technology are still yet to be fully realized, especially when it comes to medical applications. 3D printing is not just for tools and household products, but can also be used in the preparation of food, medicines,…"
"Think All BPA-Free Products Are Safe? Not So Fast, Scientists Warn",https://naturalblaze.com/2020/02/think-all-bpa-free-products-are-safe-not-so-fast-scientists-warn.html,"FEBRUARY 19, 2020",NATURAL HEALTH NEWS,"Using “BPA-free” plastic products could be as harmful to human health — including a developing brain — as those products that contain the controversial chemical, suggest scientists in a new study led by the University of Missouri and published in the Proceedings of the National…"
Study Reveals How Too Much Fluoride Causes Defects In Tooth Enamel,https://naturalblaze.com/2020/02/study-reveals-how-too-much-fluoride-causes-defects-in-tooth-enamel.html,"FEBRUARY 19, 2020",NATURAL HEALTH NEWS,"Exposing teeth to excessive fluoride alters calcium signaling, mitochondrial function, and gene expression in the cells forming tooth enamel–a novel explanation for how dental fluorosis, a condition caused by overexposure to fluoride during childhood, arises. The study, led by researchers at NYU College of Dentistry,…"
Tips That May Help You Put Rheumatoid Arthritis Into Remission,https://naturalblaze.com/2020/02/tips-that-may-help-you-put-rheumatoid-arthritis-into-remission.html,"FEBRUARY 19, 2020",NATURAL HEALTH NEWS,"By Alexa Erickson In our modern-day world, when something goes awry with our health, we often seek the advice of a medical professional to help understand what is going on and how we can treat it. While becoming aware of our ailments is important, the…"
Japan Will Use HIV Drugs To Treat Coronavirus,https://naturalblaze.com/2020/02/japan-will-use-hiv-drugs-to-treat-coronavirus.html,"FEBRUARY 18, 2020",NATURAL HEALTH NEWS,"By Tyler Durden At the end of January, Indian scientists sparked a heated debate within virologist circles when they published a pre-print paper claiming they had discovered insertions in the coronavirus which bore an “uncanny similarity” to fragments such as gp120 and Gag found in…"
CDC Begins Testing Americans For The Coronavirus—But How?,https://naturalblaze.com/2020/02/cdc-begins-testing-americans-for-the-coronavirus-but-how.html,"FEBRUARY 17, 2020",NATURAL HEALTH NEWS,"By Jon Rappoport As my readers know, I’ve been presenting evidence AGAINST the idea that the China “epidemic” is caused by a new coronavirus. (archive here) Of course, the World Health Organization and the US Centers for Disease Control are relentlessly pushing the idea that:…"
Hand Dryers Are A Bacterial Horror,https://naturalblaze.com/2020/02/hand-dryers-are-a-bacterial-horror.html,"FEBRUARY 15, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha Six years back, a group of researchers from Leeds University had announced that the hand dryers found in public washroom weren’t sanitary at all. This was major news to the public, since one of the reasons why hand dryers were installed was…"
In Memory Of Catherine J. Frompovich — Health Advocate And Activist,https://naturalblaze.com/2020/02/in-memory-of-catherine-j-frompovich-health-advocate-and-activist.html,"FEBRUARY 14, 2020",NATURAL HEALTH NEWS,"By Michael Edwards, Editor I am sad to report that today, February 14, 2020, Activist Post/Natural Blaze and the wider independent media community has lost one of its greatest contributors: Catherine J. Frompovich. Regular readers should be familiar with her depth of knowledge on many…"
Meet The Nurse Cat From Poland Who Looks After Sick & Injured Animals In A Shelter,https://naturalblaze.com/2020/02/the-nurse-cat-from-poland-who-looks-after-sick-injured-animals-in-a-shelter.html,"FEBRUARY 14, 2020",NATURAL HEALTH NEWS,By Alanna Ketler The Facts: Rademenes is a little black cat that has miraculously escaped death after a very close call caused by an upper-respiratory infection. A few years ago he made headlines when his story got out about how he comforts other sick animals….
Virginia House Passes Bill Legalizing CBD Despite Ongoing FDA Prohibition,https://naturalblaze.com/2020/02/virginia-house-passes-bill-legalizing-cbd-despite-ongoing-fda-prohibition.html,"FEBRUARY 13, 2020",NATURAL HEALTH NEWS,"By Mike Maharrey Last week, the Virginia House passed a bill that would create a regulatory program for the manufacture of hemp extract and CBD products for human consumption and would ensure continued availability of CBD products in the state. This would not only open…"
CDC Announces Test Kits For Coronavirus Don’t Work,https://naturalblaze.com/2020/02/cdc-announces-test-kits-for-coronavirus-dont-work.html,"FEBRUARY 13, 2020",NATURAL HEALTH NEWS,"By Jon Rappoport NY Times, Miami Herald, NBC, and other outlets are reporting the story. The Herald: “The CDC sent novel coronavirus testing kits to Florida. They might not work.” (Feb 12., 2020): “The U.S. Centers for Disease Control and Prevention on Wednesday morning said…"
EPA Fails To Follow Landmark Law To Protect Children From Pesticides In Food,https://naturalblaze.com/2020/02/epa-fails-to-follow-landmark-law-to-protect-children-from-pesticides-in-food.html,"FEBRUARY 12, 2020",NATURAL HEALTH NEWS,"The landmark Food Quality Protection Act requires the Environmental Protection Agency to protect children’s health by applying an extra margin of safety to legal limits for pesticides in food. But an investigation by EWG, published this week in a peer-reviewed scientific journal, found that the…"
Prebiotics May Help Fight Melanoma By Activating Anti-Tumor Immunity,https://naturalblaze.com/2020/02/prebiotics-may-help-fight-melanoma-by-activating-anti-tumor-immunity.html,"FEBRUARY 11, 2020",NATURAL HEALTH NEWS,"Scientists at Sanford Burnham Prebys Medical Discovery Institute have shown that two prebiotics, mucin and inulin, slowed the growth of melanoma in mice by boosting the immune system’s ability to fight cancer. In contrast to probiotics, which are live bacterial strains, prebiotics are “food”…"
This Tortoise Received The World’s First 3D Printed Shell After Losing Its Shell In Fire,https://naturalblaze.com/2020/02/this-tortoise-received-the-worlds-first-3d-printed-shell-after-losing-its-shell-in-fire.html,"FEBRUARY 8, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha As the story of the injured tortoise Freddy came out, researchers all over the world used that as an incentive to start looking at more varied ways of caring for wounded animals. As we have already learned in school, a shell is…"
New Handheld Device “Prints” Skin Directly Onto Wounds,https://naturalblaze.com/2020/02/new-handheld-device-prints-skin-directly-onto-wounds.html,"FEBRUARY 7, 2020",NATURAL HEALTH NEWS,By Aaron Kesel Every day science is making medical discoveries that can change our lives. And now scientists have created a handheld skin printer that patches up damaged skin due to injuries such as extreme burns. Spanish scientists from the Universidad Carlos III de Madrid…
Breathing May Change Your Mind About Free Will,https://naturalblaze.com/2020/02/breathing-may-change-your-mind-about-free-will.html,"FEBRUARY 7, 2020",NATURAL HEALTH NEWS,"Have you ever gone ahead and eaten that piece of chocolate, despite yourself? Do you inadvertently make decisions because you are hungry or cold? In other words, does the brain’s processing of internal bodily signals interfere with your ability to act freely? This line of…"
Original China Virus Whistleblower Doctor Dies,https://naturalblaze.com/2020/02/original-china-virus-whistleblower-doctor-dies.html,"FEBRUARY 6, 2020",NATURAL HEALTH NEWS,"By Tyler Durden The Chinese doctor who tried to raise the alarm about the new coronavirus before it was even identified has died of the deadly virus. Dr. Li, 34, was hospitalized on January 12 after contracted the virus from his patient, and he was…"
"Scientists Grow “Yarn” From Human Flesh So They Can Stitch People Up, Repair Organs",https://naturalblaze.com/2020/02/scientists-grow-yarn-from-human-flesh-so-they-can-stitch-people-up-repair-organs.html,"FEBRUARY 5, 2020",NATURAL HEALTH NEWS,"By Elias Marat A team of scientists in France have managed to grow a “human textile” from human skin cells, creating yarn based on human flesh that can be used to close wounds or knitted, crocheted, and weaved into unique patterns for implantable skin grafts…."
A Bio-Artificial Kidney Is Being Developed To End The Need For Dialysis,https://naturalblaze.com/2020/02/a-bio-artificial-kidney-is-being-developed-to-end-the-need-for-dialysis.html,"FEBRUARY 5, 2020",NATURAL HEALTH NEWS,"By John Vibes Roughly two million people around the world are being treated for end-stage renal disease (ESRD), which has led to an urgent shortage of kidneys for transplant. In 2016, there were only 21,000 donor kidneys available for transplant in the US, but a…"
Scientists Discover Cannabis Compound That Could Be 30 Times More Potent Than THC,https://naturalblaze.com/2020/02/scientists-discover-cannabis-compound-that-could-be-30-times-more-potent-than-thc.html,"FEBRUARY 4, 2020",NATURAL HEALTH NEWS,"By Elias Marat Are you tired of puffing on flower? Can’t quite afford to lay down the cash for a dabbing rig? Uninterested in the usual edibles? Well, Italian scientists have discovered a previously unknown cannabis compound that has been shown in lab tests to…"
This Technique Transforms Nuclear Waste Into “Diamond Batteries”,https://naturalblaze.com/2020/02/this-technique-transforms-nuclear-waste-into-diamond-batteries.html,"FEBRUARY 2, 2020",NATURAL HEALTH NEWS,"By Mayukh Saha As the new decade begins, scientists have been frantically trying to construct batteries made of diamond. The batteries would have the recycled energy of nuclear waste. These batteries would work for at least an entire millennium. Researchers at Bristol University have already…"
FDA Orders Purell To Stop Claiming Its Hand Sanitizer “Eliminates Diseases”,https://naturalblaze.com/2020/02/fda-orders-purell-to-stop-claiming-its-hand-sanitizer-eliminates-diseases.html,"FEBRUARY 1, 2020",NATURAL HEALTH NEWS,"By John Vibes At a time where people all over the world are more concerned than ever about germs, the US Food and Drug Administration (FDA) has sent a strict warning to GoJo, the company that produces Purell products, accusing the company of making false…"
Report Accuses China Of “Burning Bodies” To Cover Up Coronavirus Death Toll As Emergency Declared,https://naturalblaze.com/2020/01/report-accuses-china-of-burning-bodies-to-cover-up-coronavirus-death-toll-as-emergency-declared.html,"JANUARY 31, 2020",NATURAL HEALTH NEWS,"By Matt Agorist Over the past several days, the coronavirus crisis has escalated dramatically. On Thursday, the World Health Organization declared a global public health emergency. Then Thursday night, U.S. officials issued a “do not travel” advisory to China. All of this is unfolding as…"
The Coronavirus — Containing Pandemic Fear,https://naturalblaze.com/2020/01/the-coronavirus-containing-pandemic-fear.html,"JANUARY 31, 2020",NATURAL HEALTH NEWS,"By Dylan Charles In 1952 the United States government released a civil defense film entitled Duck and Cover. Aimed at teaching school children how to survive an atomic bomb attack, the film’s hero, Bert the Turtle, found safety in his turtle shell while the narrator…"
WHO Declares Coronavirus Outbreak A Global Health Emergency,https://naturalblaze.com/2020/01/who-declares-coronavirus-outbreak-a-global-health-emergency.html,"JANUARY 30, 2020",NATURAL HEALTH NEWS,By Sean Walton The World Health Organization (WHO) declared a public health emergency of international concern on Thursday amid the coronavirus outbreak in China. The organization held discussions for two days last week on the virus but did not declare a global health emergency at…
The Ugly Face Of Beauty: Is Child Labor The Foundation For Your Makeup?,https://naturalblaze.com/2020/01/the-ugly-face-of-beauty-is-child-labor-the-foundation-for-your-makeup.html,"JANUARY 29, 2020",NATURAL HEALTH NEWS,"By Kalee Brown The Facts: Russia Today reported that 20,000 Indian children work in Jharkhand’s illegal mica mines, working toward extracting this product for people’s makeup and beauty products all over the world. Reflect On: Children literally risk their lives for unfair wages (on average…"
The Making Of A Pandemic,https://naturalblaze.com/2020/01/the-making-of-a-pandemic.html,"JANUARY 28, 2020",NATURAL HEALTH NEWS,"Op-Ed by Rosanne Lindsay Remember the Swine Flu scare of 1976, when the U.S. government warned the country that Swine Flu, transmitted from pigs to people, could be a pandemic killer? Washington decided that everyone should take the vaccine to prevent a nationwide outbreak. Soon…"
Scientists In Britain May Have Just “Accidentally” Found A Cure For Cancer,https://naturalblaze.com/2020/01/scientists-in-britain-may-have-just-accidentally-found-a-cure-for-cancer.html,"JANUARY 25, 2020",NATURAL HEALTH NEWS,"By Tyler Durden Every once in a while, medical researchers simply have a stroke of good luck. In this case, that “stroke of good luck” could have a profound effect on the medial community. Researchers at Cardiff University who were in the midst of analyzing blood…"
"56 Million Chinese On Lockdown As Virus Spreads To Australia, Malaysia",https://naturalblaze.com/2020/01/56-million-chinese-on-lockdown-as-virus-spreads-to-australia-malaysia.html,"JANUARY 25, 2020",NATURAL HEALTH NEWS,"By Tyler Durden As we move into Saturday evening on the ground in Wuhan, it’s becoming increasingly obvious to the broader global community that China’s authoritarian government has failed to contain this viral outbreak. Chinese authorities expanded the travel restrictions on Saturday to cover 56…"
46 Million Under Lockdown As China Suddenly Increases Death Toll By Over 60%,https://naturalblaze.com/2020/01/46-million-under-lockdown-as-china-suddenly-increases-death-toll-by-over-60.html,"JANUARY 24, 2020",NATURAL HEALTH NEWS,"By Aaron Kesel The Wuhan coronavirus—now called 2019-nCoV—is spreading rapidly at an alarming rate. There are an estimated 900 cases and 41 deaths, in addition to confirmed patients in at least 9 countries with several potential cases inside the United States. UPDATE: 5:45 p.m. EST —…"
Biolab For “Most Dangerous Pathogens On Earth” Opened In Wuhan Before Outbreak,https://naturalblaze.com/2020/01/biolab-for-most-dangerous-pathogens-on-earth-opened-in-wuhan-before-outbreak.html,"JANUARY 23, 2020",NATURAL HEALTH NEWS,"By John Vibes As of Thursday afternoon, 23 million people in seven Chinese cities have been placed on quarantine due to the sudden outbreak of a deadly SARS-like virus called 2019-nCoV. CNBC’s @onlyyoontv breaks down what’s happening on the ground in China with the coronavirus…"
China Quarantines City Of 11 Million After Deadly Virus Spreads To US (Updated),https://naturalblaze.com/2020/01/china-quarantines-city-of-11-million-after-deadly-virus-spreads-to-us.html,"JANUARY 22, 2020",NATURAL HEALTH NEWS,"By John Vibes UPDATE: More cities quarantined, Singapore reports its first case, and additional cases reported elsewhere. (Source) A Chinese news bulletin that was first picked up in the U.S. by Financial Times reporter Gabriel Wildau has indicated that the city of Wuhan is now…"
"Company Trademarks The Word “Psilocybin,” Angering Decriminalization Advocates",https://naturalblaze.com/2020/01/company-trademarks-the-word-psilocybin-angering-decriminalization-advocates.html,"JANUARY 22, 2020",NATURAL HEALTH NEWS,"By Elias Marat In an unsettling sign of potential things to come, last week a company successfully trademarked the word “psilocybin”—yes, the same word for the psychoactive compound of the popular psychedelic “magic mushrooms.” The company, Psilocybin—or rather, Psilocybin™—is actually a chocolatier that doesn’t even…"
Kids Rice Snacks In Australia Contain ARSENIC Above EU Guidelines,https://naturalblaze.com/2020/01/kids-rice-snacks-in-australia-contain-arsenic-above-eu-guidelines.html,"JANUARY 22, 2020",NATURAL HEALTH NEWS,"Rice snacks for kids found in Australian supermarkets contain arsenic at levels above European safety guidelines, a new study shows. The research found 75% of rice-based products tested had concentrations of arsenic that exceeded the EU guideline for safe rice consumption for babies and toddlers…."
China Confirms Human-To-Human Spread Of Deadly New Virus As 14 Medics Catch Infection,https://naturalblaze.com/2020/01/china-confirms-human-to-human-spread-of-deadly-new-virus-as-14-medics-catch-infection.html,"JANUARY 21, 2020",NATURAL HEALTH NEWS,By Aaron Kesel China’s National Health Commission has confirmed that a new SARS-like coronavirus has the ability to jump between humans. Several airports are now examining passengers prior to take off in hopes of stopping the spread of the illness that has so far killed…
Company Behind MSG Says You’re Racist To Feel Negative Effects From Their Product,https://naturalblaze.com/2020/01/company-behind-msg-says-youre-racist-to-feel-negative-effects-from-their-product.html,"JANUARY 20, 2020",NATURAL HEALTH NEWS,"Op-Ed by Jason Erickson Who knew that feeling like garbage after eating certain foods potentially makes you a racist? Apparently, this is the new marketing strategy behind a campaign organized by the Japanese company Ajinomoto, producers of the food additive monosodium glutamate — MSG. Fortunately…"
MDMA Inches Away From Becoming FDA-Approved Pharmaceutical,https://naturalblaze.com/2020/01/mdma-inches-away-from-becoming-fda-approved-pharmaceutical.html,"JANUARY 18, 2020",NATURAL HEALTH NEWS,"By John Vibes A set of clinical trials for MDMA, sponsored by the non-profit Multidisciplinary Association for Psychedelic Studies (MAPS) has now reached “Phase 3,” which brings the substance just a few steps away from getting approved by the US Food and Drug Administration (FDA)…."
